n;tchif;tdechif;tsign;tverif
310;0.30336277069909556;0.16167474710055102;0.17671271920080472;0.45438451309928496
320;0.3031512007002675;0.16215631820050475;0.18569656029940235;0.45404829179988154
330;0.3027695319002305;0.16236282080026285;0.1870600646998355;0.45466891629985184
340;0.37969760120085994;0.20113701419977587;0.22354831920056312;0.568783911599894
350;0.37919410270005754;0.2025469672995314;0.2295391471005132;0.5691321017991868
360;0.3786561196000548;0.20339304729932337;0.22974731500016787;0.5682882672002961
370;0.38030722599942235;0.2020642454002882;0.22670070780077367;0.5689477258003535
380;0.3788425944005212;0.20228507989977515;0.22238646109926777;0.5682313554994834
390;0.37930126990067947;0.20178099280019524;0.23398984879931958;0.5675057346992617
400;0.37949085989894227;0.2025518322998323;0.22501013259934552;0.567590053299682
410;0.37987784840024685;0.2028027974993165;0.23474959419982042;0.5685027998997612
420;0.45444352319991593;0.24285602689997177;0.2734670472011203;0.6816204337003
430;0.45500321099989377;0.24378638379967016;0.27515524350001214;0.6825096444996234
440;0.45354217239982975;0.24287470460076294;0.26400383839991265;0.6812096069999825
450;0.45745243330184165;0.24367549710023012;0.283342463200097;0.6827836355994805
460;0.4562555122001868;0.2409876114992585;0.2745376133010723;0.6814539846998742
470;0.45478017250006814;0.24206320790090102;0.26969057540063657;0.6823619701001007
480;0.4545531125993875;0.24358549090065934;0.2757478199002435;0.6818799097998636
490;0.4554514573990673;0.2417996813999707;0.27674212929978237;0.6812513570999726
500;0.5306185410003309;0.281437311600348;0.3173821066002347;0.7936483890987802
510;0.5310725918994649;0.2823657535012899;0.31977161339982557;0.7960675573998742
520;0.5303457264000826;0.28261801189964897;0.3167362239988506;0.7946471805005786
530;0.5307179150990123;0.2843107008988227;0.3198094863995721;0.794715976200132
540;0.5317532387001848;0.284220732799804;0.3198648468993269;0.7943562909997126
550;0.5291714545992363;0.2810812234001787;0.32035785199859673;0.7952313939005762
560;0.5298749875008071;0.28190617980017124;0.3108526775997234;0.7932885960004569
570;0.5326602833989454;0.2822552464991531;0.32817234649937743;0.7952942853002242
580;0.5314742758000648;0.28325851379959205;0.3162214538999251;0.7937457623995214
590;0.6051095312008329;0.3204953575001127;0.35919470159969935;0.9078947282003356
600;0.6053766097005792;0.3239962555995589;0.36329608200139774;0.9082288253006482
610;0.6054954510000243;0.3233357277991672;0.36208942480061523;0.9076730118998967
620;0.6073927590992753;0.32487167499984937;0.3605383759997494;0.9104498608985523
630;0.6075260615998559;0.32422528410024826;0.36138981730018715;0.9100818239989167
640;0.6072538127011284;0.3244830794004884;0.3653069267011233;0.9095659626998895
650;0.6066865744996903;0.32278143629919215;0.35891310190054354;0.9100780625007246
660;0.6073204129010265;0.32418321169843695;0.3540072407999105;0.9090159042007144
670;0.6858237233002;0.3654272493997269;0.4153798592000385;1.023032872100157
680;0.6830571613993015;0.36182381249964235;0.41233267099923976;1.0231723802002306
690;0.6839137531998858;0.3664313295990723;0.4049444433992903;1.0216891782996753
700;0.6826853525002662;0.36616029600136246;0.4006985132002228;1.0242233010008932
710;0.6843086846989536;0.36524975080101285;0.40732423700010256;1.0245586424001885
720;0.6833334093003941;0.3653925550992426;0.4078553926989116;1.0228594245014393
730;0.6813735851985256;0.3647309565982141;0.4001991642009671;1.025651193800877
740;0.6820136491973244;0.36339828360141835;0.39427712169999724;1.0225479222990543
750;0.7591448361010407;0.4045044574999338;0.45615166179741207;1.1387791610988642
760;0.7577258487963263;0.4052302521024103;0.44341345739885585;1.1354822819008406
770;0.7590377846987394;0.4041739022006368;0.4585047406017111;1.136492658197676
780;0.756507352999688;0.40233497999943213;0.46081988429687043;1.136074499798633
790;0.7601672705011879;0.40191315460106125;0.45823332219879376;1.139225783202346
800;0.7593266825988394;0.40485302000124646;0.4597137159995327;1.1366484172001947
810;0.7610655294025491;0.4029257910995511;0.457829543799744;1.137504755902046
820;0.7590225234987884;0.3994234942012554;0.4583095047990355;1.1366489872991223
830;0.8362850138000795;0.44607456469966567;0.4990757694016793;1.2515903497998806
840;0.8334784934995696;0.4445690957025363;0.5006669736994809;1.2500130882035592
850;0.8340371369031345;0.44314129310041606;0.49555078010307624;1.2499651539001206
860;0.8343684374005533;0.44474961969972354;0.5041279585002485;1.2511490694985696
870;0.8360862372985138;0.4437448484957713;0.4936818535999919;1.2502763474993117
880;0.8331452801990963;0.44343415860130336;0.4982493907995377;1.2519710357992153
890;0.8350381365995417;0.44249283469835066;0.4946722844011674;1.2521927842975855
900;0.832507498499399;0.44362429899993006;0.5135979611997754;1.2506958802990993
910;0.8344766252019327;0.44784229800352476;0.4954065730998991;1.2521869253007025
920;0.9094480851021217;0.4833862998009863;0.5450137149997317;1.3628406450985495
930;0.912650231297448;0.4828069864983263;0.5388708405986108;1.3659572522999952
940;0.9100229346015112;0.48950287429797756;0.5528041252993716;1.362873924201267
950;0.9104497802025435;0.4875909979979042;0.542182700799458;1.363193712498105
960;0.9118850179987931;0.4856208109991712;0.5377714451966312;1.3657389169016825
970;0.909829561899096;0.4836692113000026;0.5486009858985199;1.3633264009018604
980;0.9105723025015322;0.48644264380200186;0.5586527201980062;1.363829667598111
990;0.9111760868981946;0.4846323642017524;0.5483643722011038;1.363345100499646
1000;0.9852536980004516;0.5250698042989825;0.5706890793990169;1.4771553019996646
1010;0.9861418100012088;0.5283764855983464;0.5825845663996005;1.4794432648988731
1020;0.9852215077993606;0.5264424480992602;0.5812779908002994;1.477522498900362
1030;0.9854347375039652;0.5246787456013408;0.6047853712978395;1.4773592836998433
1040;0.9877093409981171;0.5223402632989746;0.5885118457972567;1.4801054404011666
1050;0.9874421644984978;0.5254884055993898;0.5866444361006871;1.4783290663002844
1060;0.9861137751013302;0.5231927349937905;0.5744149969992577;1.4794548493995534
1070;0.9872669843993208;0.5260393316999398;0.5884216287999152;1.476821347198711
1080;1.062725156398301;0.5669400439011951;0.6431118975022401;1.590832606101685
1090;1.0617160984984366;0.5691220083019288;0.6448415804992692;1.5931330279989198
1100;1.0616200791002484;0.5650287350996223;0.638925879600356;1.5906390739004563
1110;1.0611447357030557;0.5647463549987151;0.6464455005007039;1.5917786901984072
1120;1.0642658427987044;0.5689801319018443;0.6440376343991374;1.5933891266013234
1130;1.0610303627989197;0.5624172209980316;0.6285526010011381;1.5912539835018833
1140;1.063148584798546;0.565990943900033;0.6317903200037108;1.5928672988964536
1150;1.063454416501918;0.5625542649995623;0.6433210811996105;1.5932636179004476
1160;1.0623089253978832;0.5671042438989389;0.6377106604999426;1.592324028998337
1170;1.1393380994006292;0.6105179296017014;0.6867756253039261;1.7054609886992693
1180;1.1391002817032132;0.6053425624999363;0.6845138908010995;1.7067584298019938
1190;1.1376760143004503;0.608625938700061;0.6830181502002233;1.7057627948011942
1200;1.1394818467011647;0.6064611227997375;0.6665393477003818;1.7046705509990716
1210;1.1402653826015012;0.6092167427006643;0.6960395517002326;1.706268877600087
1220;1.1366489097992598;0.6109636336987023;0.6924490586985484;1.7042660913972214
1230;1.138802819500779;0.605532149300052;0.6772352510008204;1.7057636440014903
1240;1.1371947430005094;0.6062282788996527;0.6857676404993981;1.7052166343015416
1250;1.2130460353007948;0.6499466154989932;0.7321787851011322;1.8186459634998755
1260;1.2170865712982049;0.6493691423980635;0.7209039722991293;1.8195841566990567
1270;1.2145952175000274;0.6503254549992562;0.7219731799013971;1.8171939044972532
1280;1.2145897840982798;0.6532431300001917;0.7172354388982057;1.8183189706029226
1290;1.2140725559987913;0.6434636252990458;0.72374246560139;1.8189853628973651
1300;1.2137717031000648;0.6453000297009567;0.7242772983023315;1.8204507182021188
1310;1.21330568609701;0.6483337838017178;0.7188808685019467;1.819608709797467
1320;1.2148740703996737;0.6473727095992217;0.7240449027991417;1.8199037801976374
1330;1.2899660306968144;0.6890210780991766;0.772207114201592;1.9332098985014454
1340;1.2907019054993725;0.6884602514004655;0.7625008266018994;1.9335300898976129
1350;1.2886092291013482;0.6843900864987518;0.7776138976019865;1.930589369097288
1360;1.2905538975006494;0.6889791937002883;0.7779072659042867;1.9335849691986369
1370;1.2907174616011616;0.6886102475982625;0.7742242652991991;1.9303723210003227
1380;1.2909974507991138;0.6851921378998668;0.766659494796113;1.9351243792007153
1390;1.2898749184991174;0.68891363799994;0.7761761303023377;1.9351914040002156
1400;1.2935144760995172;0.6933031339976878;0.7712933307993808;1.9336935646984785
1410;1.2901459424050699;0.6892344131021673;0.7667006766016129;1.933338649900179
1420;1.3685403958006646;0.7254537320000963;0.8195529945987801;2.0477731940969535
1430;1.363980766399618;0.7250063880008384;0.8235407918022247;2.048072556699117
1440;1.365375903801032;0.724147890196764;0.8185517394005728;2.0478412909025794
1450;1.3645652752977184;0.7297748090979439;0.806397283100523;2.0480787074026012
1460;1.3648438331027137;0.7268084533028741;0.8075957422985084;2.048000729600608
1470;1.3651026282972452;0.7233549278000282;0.8270967909971659;2.0487904012028593
1480;1.366390519095512;0.7274018485972192;0.8351547425994795;2.0469127210009903
1490;1.3685718440035999;0.7222589491015242;0.8121790227978636;2.0452159229022073
1500;1.4425789810022251;0.7711312570983864;0.8613180372030911;2.160855175101824
1510;1.4443116895039565;0.7707730710983014;0.8574521479986288;2.1615090773964765
1520;1.4429394740003771;0.7651354744994023;0.8745134978980786;2.161351878399728
1530;1.4389778107015445;0.7708992400988791;0.8522753239005396;2.159039290696819
1540;1.4411039490973052;0.77243872919571;0.8603726357978303;2.161572795698521
1550;1.4426998169008585;0.7722906383012742;0.8686667854959523;2.1610238644989295
1560;1.4444912231017952;0.7681781410014082;0.8611986426996736;2.162475375296708
1570;1.44080758629716;0.7714054697011307;0.8628820775978966;2.159394303699446
1580;1.5180193805052113;0.813734729200587;0.8954422853017604;2.2720884398997443
1590;1.5180259898006625;0.8126361121998343;0.9002254102004372;2.276932625700283
1600;1.5154251327050587;0.807617110904539;0.9148645072997169;2.273425454100652
1610;1.5167408513974805;0.8091186562003714;0.9084898258995964;2.2758734003989955
1620;1.518082239398791;0.8142065123996872;0.9277856953031005;2.2757998316985324
1630;1.5190910762008571;0.8110087175016816;0.9074526246986352;2.274299177606008
1640;1.5159705075016974;0.8071153288987262;0.8966871032993368;2.2755019429998358
1650;1.5178366618005383;0.8078696697990381;0.9303002112981631;2.2745888215020384
1660;1.5937192818000767;0.8502133059981134;0.9559670824019122;2.3884866382017207
1670;1.593690152105046;0.8556353746942478;0.9556013076995441;2.390482975296254
1680;1.5938823131997197;0.8522972764010774;0.9397713247017236;2.390840199899685
1690;1.5931338093989325;0.8512749155030178;0.9553287161994376;2.3879222978972394
1700;1.595827899600772;0.8475493172951246;0.9615963356041902;2.387445489898164
1710;1.5959533334975275;0.8487941723957192;0.955698770399249;2.386433394298365
1720;1.5886006017019099;0.8456435330019303;0.9447795002997736;2.378810524999426
1730;1.5876848617019277;0.8501442673965357;0.9621841366013542;2.3787904466975305
1740;1.5876398176988005;0.8481208530971344;0.9406548668015603;2.37809082040294
1750;1.6628464524015727;0.8823902116029785;0.9854765539988876;2.490636226400602
1760;1.6651226912999846;0.8835415843012016;0.9988702707989432;2.494835713000066
1770;1.6636283649004326;0.8921513848039467;1.009020075697117;2.4936810950974175
1780;1.6630905328987864;0.8837041969982238;0.9938540801002091;2.4933653896998296
1790;1.665804330899482;0.889400293100698;0.992699845399693;2.4999100661028932
1800;1.66906550569729;0.8925034618980134;0.9891557666975132;2.4954863179951645
1810;1.669130043997575;0.8899550252968765;0.9984071243037761;2.4983589289997328
1820;1.668162673900224;0.8928082160990016;0.9983993904010277;2.500252998497672
1830;1.7428807698994206;0.9314039314969704;1.0519602597029007;2.6130286516017804
1840;1.7442983488992467;0.9312360433010326;1.0452813001014873;2.611370157897909
1850;1.7443691576965648;0.9315178219043446;1.0281419796014233;2.6099907523988803
1860;1.7444462667986955;0.9242829919996438;1.0442441437975503;2.6121309096975893
1870;1.7452171514021757;0.9276983968000423;1.0448965420975582;2.614592487000846
1880;1.7477560536994132;0.9284418183000526;1.0539215201017214;2.6169747542011463
1890;1.7425394866986608;0.9368139144953602;1.0443876666013239;2.616903138296766
1900;1.7487278456010245;0.9278901402012707;1.0470353915960005;2.616607288600062
1910;1.8239627155016933;0.9728717702982976;1.108757772696117;2.7298299175996363
1920;1.821837588803828;0.9696526920979522;1.1046686611989571;2.728574868094438
1930;1.8238011641042249;0.9616689341029996;1.1005568591037445;2.7277339257034328
1940;1.8199543148988595;0.9740802211970732;1.0938998915971752;2.7273276352036193
1950;1.82351492169837;0.9735823617989808;1.0982912975989165;2.7289045457011527
1960;1.8228947312018136;0.9644070718994044;1.099984581100216;2.730019228701349
1970;1.8230366219984717;0.9751392056987243;1.0788062113042542;2.734620448699934
1980;1.8223843004037916;0.9711553169050603;1.0940548870992644;2.73125051569732
1990;1.8210860252002021;0.966191901498678;1.0993981748961232;2.7317369850978137
2000;1.8959608353972726;1.0118266617962945;1.1400069656989218;2.8420092228036085
2010;1.892363924597521;1.0116907786970841;1.1197685503993853;2.835621211001853
2020;1.8951361334991816;1.007233985499988;1.145708844503679;2.833010898804423
2030;1.8890842670003622;1.0039728578001814;1.1154501423006877;2.8307451453016257
2040;1.8899710498979403;1.0055315999012238;1.1236078025023744;2.831382302896236
2050;1.8886490735003463;1.0109805317038991;1.1144164671964973;2.8305541411991726
2060;1.8935747726030967;1.0148481675005314;1.118037520202415;2.833172934297545
2070;1.8885494340007427;1.0060237820980547;1.1283937634045287;2.8310684186020807
2080;1.9641679965960066;1.044482213799347;1.1735027097034618;2.945099289206337
2090;1.9676816510997015;1.0510338891021092;1.1734532886974194;2.9452864554044935
2100;1.9666046925056435;1.0514971224049077;1.1818795731014688;2.9463597066991496
2110;1.9671603822007455;1.0506772064010874;1.1730026589986664;2.945365560702703
2120;1.963662794001357;1.0412011744971097;1.1659352594968369;2.9459049481018154
2130;1.9695543937938056;1.0525500312996883;1.181548016601664;2.9498836614980974
2140;1.9720358019967534;1.0543228755013843;1.194173709399911;2.9567331272035515
2150;1.9711374453028838;1.0592730101023335;1.1622849611976562;2.9578154153998186
2160;2.0491882405025534;1.0961886779012275;1.2275564036965079;3.072233155100548
2170;2.050427456801117;1.092762356197636;1.2199221462018612;3.0707809805975557
2180;2.048233030198753;1.0921997248999105;1.2274012577036046;3.0734067250021324
2190;2.047102292302225;1.091127246196993;1.2135222250984952;3.0690789622974988
2200;2.0492133891999402;1.0939213415029372;1.241665073701006;3.0675078760996257
2210;2.0485115212988605;1.095516239501012;1.2388752582028246;3.0718592924011316
2220;2.0466349703077866;1.0905828490998828;1.2265969306008628;3.071659086598811
2230;2.0514091185985306;1.097711096000785;1.2300554948022182;3.068699869199554
2240;2.04761069540109;1.0900560721958754;1.2230190701022365;3.0675158123991424
2250;2.126551845198628;1.1371402827044221;1.2988539598005446;3.1845719377990465
2260;2.1217209932034167;1.1309364520995586;1.2875329520942613;3.1832834543998616
2270;2.123619780198351;1.1241109558013704;1.2596118461973673;3.1842187651011047
2280;2.125030383504054;1.1271428316998935;1.2872393420002481;3.1836503078986427
2290;2.125280387098246;1.1376432127941372;1.270038952694449;3.1856313082960694
2300;2.125155235602142;1.1313512031003483;1.2621451911058101;3.184264174801501
2310;2.1256359945040457;1.1334935485032474;1.2664889578994916;3.1838737882986607
2320;2.126134942095814;1.1341473355001654;1.2851445178050198;3.1805950545993253
2330;2.2022188818966244;1.1686694416017418;1.343678918898877;3.295903463299692
2340;2.20424078229662;1.172464166498321;1.3040238508066977;3.298828798995237
2350;2.201775417503086;1.1746273315024154;1.308068846696551;3.2969814551026504
2360;2.2013164815965864;1.1795562447987322;1.3212585287012188;3.2986595530997875
2370;2.201943979001226;1.1689506330982113;1.3247038241992413;3.2961881392002397
2380;2.1997674706999533;1.1818151115010551;1.3258566381999117;3.299924409095547
2390;2.2009493161003775;1.1749086778989295;1.326909811693622;3.2977189051016467
2400;2.199214389701228;1.1742303173017716;1.309270843096965;3.297123594198638
2410;2.2752259216966193;1.223320051699193;1.3735550696994323;3.4115983894007513
2420;2.272428724798374;1.2110953405037435;1.3757684232030443;3.4030255471010604
2430;2.268860991298061;1.2089815136070683;1.3555198041984113;3.3955204523026623
2440;2.2678418172014063;1.2094451910972566;1.3419063760968128;3.3994810714008055
2450;2.2683769430052054;1.2093960294980206;1.3746135383924412;3.3988902832024905
2460;2.267566321900813;1.203052064498479;1.338745664398084;3.397508945400477
2470;2.2648216403013066;1.208082590696722;1.3726916267009073;3.3981390707984245
2480;2.268268478700702;1.2069042791004905;1.3550740674960253;3.402881261402581
2490;2.3423210872009803;1.2476113854008872;1.409327876901807;3.5114342008004313
2500;2.3433225204971677;1.2574195371002133;1.4049593351996008;3.5120920837984158
2510;2.3433215883007508;1.2533151971987535;1.397659782700066;3.512427212197872
2520;2.344033911103179;1.2417551635982818;1.4108281332035404;3.512994926702595
2530;2.3461227450974547;1.251809561101254;1.4069762766950589;3.509142802504357
2540;2.3456752807967858;1.2500892456031578;1.4064415930952237;3.510290089897171
2550;2.342526326999723;1.245938508301697;1.393914191204749;3.5078554983007053
2560;2.3456039536020397;1.2477449893984158;1.4058093524978177;3.510316115299065
2570;2.341027949499767;1.2517419259969755;1.399210836500788;3.511314463601957
2580;2.4227348125976276;1.2966936888984493;1.4442132877953555;3.626115411601859
2590;2.4171169025026757;1.297397744303089;1.4517509270976006;3.6279950366981213
2600;2.4201906482991036;1.2982382573020004;1.4476336332019855;3.6277744023052945
2610;2.420098820004205;1.284212644303625;1.452855069701036;3.6224827979986003
2620;2.4172976951973397;1.2875328655994962;1.4430990556011238;3.62432381919898
2630;2.417811560301561;1.297265629202957;1.464010795005379;3.6216478809008548
2640;2.4279433604995573;1.296494138100752;1.4483008433009672;3.63872365620191
2650;2.428624442801447;1.2858584053010418;1.4655740489008167;3.6380629924024106
2660;2.5015502088990615;1.337516720610438;1.4976632252022681;3.7534058150042258
2670;2.507147559204168;1.3322815413877833;1.5185168157971929;3.754757159104338
2680;2.5042723687904074;1.3334950691991252;1.4954215589947126;3.7502613297030623
2690;2.502431888606952;1.3309953992000374;1.4925581211013195;3.7451383160943807
2700;2.4938837142908596;1.3283083134934714;1.4862621942942496;3.7369206189869146
2710;2.4929197349018066;1.3265918315060845;1.4991302995025761;3.736544732989569
2720;2.4941072004992746;1.3322124073980377;1.4785514103074093;3.737243381592998
2730;2.505401108095248;1.3359796758915763;1.5000818514025014;3.7497558144015786
2740;2.5734143170026074;1.3814485926908673;1.5406605512020177;3.856883692006522
2750;2.578647726107738;1.3702601615950698;1.5487650131093686;3.8647160106993397
2760;2.5825485544948608;1.3653102670039516;1.5637615542014829;3.8654798792034852
2770;2.572350937090232;1.3739704236919352;1.5429851414977747;3.8467554259099415
2780;2.5700892457061855;1.3704567392051104;1.531547757590306;3.848442127293674
2790;2.5738709051052866;1.373323789510323;1.530601253604982;3.8524912640030378
2800;2.569869095893955;1.3759619607990317;1.5501315614936175;3.851109514199925
2810;2.568642586101487;1.370391873898916;1.5300662897061557;3.8503342436029926
2820;2.567868425304914;1.3732147515023825;1.5351570987018932;3.849232585897698
2830;2.64821366610704;1.4130246387932857;1.562796641804016;3.9661476199980825
2840;2.648311000405374;1.4097678566984542;1.6062512952121324;3.9600713561929295
2850;2.648871433008753;1.4125400523982534;1.5737483709999651;3.965552970000863
2860;2.6457089627016104;1.4084018975001527;1.594005600494711;3.966608840898698
2870;2.648520814400399;1.4130083092080894;1.6047013643037644;3.9659666019106226
2880;2.6433179629959342;1.40579677490241;1.571622315301647;3.962964443399687
2890;2.6430398446012986;1.4072656495001865;1.5752700587006985;3.9621459919013433
2900;2.6489827009951115;1.4197385531078908;1.576824118001241;3.966452975093125
2910;2.7218044972985806;1.4508005441035494;1.63045328579974;4.075629158615629
2920;2.7203567944001406;1.459390705099213;1.6490711864105834;4.082417639699997
2930;2.7199526831987897;1.447672407997743;1.6242236998063162;4.075466358196718
2940;2.7214867980903366;1.4514134086944979;1.6267570835945662;4.079870886098069
2950;2.7208099968949684;1.440639004787954;1.6253508275040076;4.078072672691633
2960;2.719712240400986;1.4547465404990363;1.627235724304046;4.079319857801602
2970;2.7236763774992143;1.4558512273033557;1.6642676150069746;4.084652003795782
2980;2.72307741339755;1.4486074261039903;1.6253248401990277;4.080251554497954
2990;2.7955264953998267;1.4885149072004424;1.6880504945052963;4.193068949291773
3000;2.7948184292952645;1.4897073839056247;1.6995481540958282;4.192789894894668
3010;2.796529450807429;1.5027121536972117;1.6718496374065581;4.195689047793712
3020;2.7961709862036512;1.4911614985932828;1.678136372807785;4.189972074198158
3030;2.799725087502884;1.488580991300114;1.6729166388999146;4.192000547997305
3040;2.795642991294881;1.4929492301984282;1.6707345335991703;4.191175685896451
3050;2.7972217797978374;1.4795647262988496;1.657544603592396;4.191750761593721
3060;2.801381467608735;1.4902063652036304;1.6587384601007216;4.198128845106839
3070;2.795628527999361;1.5039775281031325;1.6705531717016129;4.189176521893387
3080;2.873958465404576;1.5271398010045232;1.7043488172988872;4.306150680295832
3090;2.8797751608995896;1.533615172594;1.7457571636055946;4.314010050201614
3100;2.8696139595005663;1.5320771868951852;1.7223878654105647;4.304065480999998
3110;2.869282291900163;1.5345330652919074;1.7124472753959707;4.304561246093362
3120;2.8692908920034825;1.5380136865052918;1.7108904153952609;4.303690269606887
3130;2.8692162954990637;1.530355711303855;1.7160476891047438;4.302471104298457
3140;2.870190898096189;1.532508487807354;1.719193282203196;4.303852260597341
3150;2.873276335497212;1.5279948070921818;1.725496586299414;4.302875291695818
3160;2.9459905373936635;1.573095842798648;1.755737429495639;4.418867875695287
3170;2.953093895097845;1.5648298696891287;1.7669298416010861;4.416385715705838
3180;2.949574677496275;1.5680521741007396;1.759056348692684;4.427533478001715
3190;2.9550533722045658;1.5760757992014987;1.7724970313131052;4.426666220798507
3200;2.9531838493945544;1.5868381414926263;1.777035166699352;4.429795261398249
3210;2.9574409408931386;1.5750738749033188;1.745960419295443;4.427523420190846
3220;2.9493511063941695;1.5718151251974632;1.7819931157049722;4.417568724300509
3230;2.948414754706755;1.5704975142019975;1.770650832301908;4.41498028000351
3240;3.0215379205998034;1.6160232180984166;1.8064598361961544;4.532257172698155
3250;3.0194984217021554;1.6179416409031546;1.7990485391979747;4.530370257802133
3260;3.021662409696728;1.616510864898737;1.8157641826939652;4.530367877199751
3270;3.023474220692151;1.6030859380960465;1.8107502522958385;4.533026854906348
3280;3.0250586760819713;1.610525855106971;1.8294500915108074;4.52916415849977
3290;3.024604086189356;1.6016502938044141;1.8031845452962443;4.533332442704705
3300;3.037641173502925;1.6258579252113123;1.812718676100485;4.545196662894159
